0          References for Cross Section of OC36S       
Hattori 2011-Limao-Vieira 2015                                                               
0 Branching ratio for OC36S      Total       1 branch
Lambda  Total   CO/36S  
3432.5  0.00E+00  0.00E+00
3433  0.00E+00  0.00E+00
3433.5  0.00E+00  0.00E+00
3434  0.00E+00  0.00E+00
3434.5  0.00E+00  0.00E+00
3435  0.00E+00  0.00E+00
3435.5  0.00E+00  0.00E+00
3436  0.00E+00  0.00E+00
3436.5  0.00E+00  0.00E+00
3437  0.00E+00  0.00E+00
3437.5  0.00E+00  0.00E+00
3438  0.00E+00  0.00E+00
3438.5  0.00E+00  0.00E+00
3439  0.00E+00  0.00E+00
3439.5  0.00E+00  0.00E+00
3440  0.00E+00  0.00E+00
3440.5  0.00E+00  0.00E+00
3441  0.00E+00  0.00E+00
3441.5  0.00E+00  0.00E+00
3442  0.00E+00  0.00E+00
3442.5  0.00E+00  0.00E+00
3443  0.00E+00  0.00E+00
3443.5  0.00E+00  0.00E+00
3444  0.00E+00  0.00E+00
3444.5  0.00E+00  0.00E+00
3445  0.00E+00  0.00E+00
3445.5  0.00E+00  0.00E+00
3446  0.00E+00  0.00E+00
3446.5  0.00E+00  0.00E+00
3447  0.00E+00  0.00E+00
3447.5  0.00E+00  0.00E+00
3448  0.00E+00  0.00E+00
3448.5  0.00E+00  0.00E+00
3449  0.00E+00  0.00E+00
3449.5  0.00E+00  0.00E+00
3450  0.00E+00  0.00E+00
3450.5  0.00E+00  0.00E+00
3451  0.00E+00  0.00E+00
3451.5  0.00E+00  0.00E+00
3452  0.00E+00  0.00E+00
3452.5  0.00E+00  0.00E+00
3453  0.00E+00  0.00E+00
3453.5  0.00E+00  0.00E+00
3454  0.00E+00  0.00E+00
3454.5  0.00E+00  0.00E+00
3455  0.00E+00  0.00E+00
3455.5  0.00E+00  0.00E+00
3456  0.00E+00  0.00E+00
3456.5  0.00E+00  0.00E+00
3457  0.00E+00  0.00E+00
3457.5  0.00E+00  0.00E+00
3458  0.00E+00  0.00E+00
3458.5  0.00E+00  0.00E+00
3459  0.00E+00  0.00E+00
3459.5  0.00E+00  0.00E+00
3460  0.00E+00  0.00E+00
3460.5  0.00E+00  0.00E+00
3461  0.00E+00  0.00E+00
3461.5  0.00E+00  0.00E+00
3462  0.00E+00  0.00E+00
3462.5  0.00E+00  0.00E+00
3463  0.00E+00  0.00E+00
3463.5  0.00E+00  0.00E+00
3464  0.00E+00  0.00E+00
3464.5  0.00E+00  0.00E+00
3465  0.00E+00  0.00E+00
3465.5  0.00E+00  0.00E+00
3466  0.00E+00  0.00E+00
3466.5  0.00E+00  0.00E+00
3467  0.00E+00  0.00E+00
3467.5  0.00E+00  0.00E+00
3468  0.00E+00  0.00E+00
3468.5  0.00E+00  0.00E+00
3469  0.00E+00  0.00E+00
3469.5  0.00E+00  0.00E+00
3470  0.00E+00  0.00E+00
3470.5  0.00E+00  0.00E+00
3471  0.00E+00  0.00E+00
3471.5  0.00E+00  0.00E+00
3472  0.00E+00  0.00E+00
3472.5  0.00E+00  0.00E+00
3473  0.00E+00  0.00E+00
3473.5  0.00E+00  0.00E+00
3474  0.00E+00  0.00E+00
3474.5  0.00E+00  0.00E+00
3475  0.00E+00  0.00E+00
3475.5  0.00E+00  0.00E+00
3476  0.00E+00  0.00E+00
3476.5  0.00E+00  0.00E+00
3477  0.00E+00  0.00E+00
3477.5  0.00E+00  0.00E+00
3478  0.00E+00  0.00E+00
3478.5  0.00E+00  0.00E+00
3479  0.00E+00  0.00E+00
3479.5  0.00E+00  0.00E+00
3480  0.00E+00  0.00E+00
3480.5  0.00E+00  0.00E+00
3481  0.00E+00  0.00E+00
3481.5  0.00E+00  0.00E+00
3482  0.00E+00  0.00E+00
3482.5  0.00E+00  0.00E+00
3483  0.00E+00  0.00E+00
3483.5  0.00E+00  0.00E+00
3484  0.00E+00  0.00E+00
3484.5  0.00E+00  0.00E+00
3485  0.00E+00  0.00E+00
3485.5  0.00E+00  0.00E+00
3486  0.00E+00  0.00E+00
3486.5  0.00E+00  0.00E+00
3487  0.00E+00  0.00E+00
3487.5  0.00E+00  0.00E+00
3488  0.00E+00  0.00E+00
3488.5  0.00E+00  0.00E+00
3489  0.00E+00  0.00E+00
3489.5  0.00E+00  0.00E+00
3490  0.00E+00  0.00E+00
3490.5  0.00E+00  0.00E+00
3491  0.00E+00  0.00E+00
3491.5  0.00E+00  0.00E+00
3492  0.00E+00  0.00E+00
3492.5  0.00E+00  0.00E+00
3493  0.00E+00  0.00E+00
3493.5  0.00E+00  0.00E+00
3494  0.00E+00  0.00E+00
3494.5  0.00E+00  0.00E+00
3495  0.00E+00  0.00E+00
3495.5  0.00E+00  0.00E+00
3496  0.00E+00  0.00E+00
3496.5  0.00E+00  0.00E+00
3497  0.00E+00  0.00E+00
3497.5  0.00E+00  0.00E+00
3498  0.00E+00  0.00E+00
3498.5  0.00E+00  0.00E+00
3499  0.00E+00  0.00E+00
3499.5  0.00E+00  0.00E+00
3500  0.00E+00  0.00E+00
3500.5  0.00E+00  0.00E+00
3501  0.00E+00  0.00E+00
3501.5  0.00E+00  0.00E+00
3502  0.00E+00  0.00E+00
3502.5  0.00E+00  0.00E+00
3503  0.00E+00  0.00E+00
3503.5  0.00E+00  0.00E+00
3504  0.00E+00  0.00E+00
3504.5  0.00E+00  0.00E+00
3505  0.00E+00  0.00E+00
3505.5  0.00E+00  0.00E+00
3506  0.00E+00  0.00E+00
3506.5  0.00E+00  0.00E+00
3507  0.00E+00  0.00E+00
3507.5  0.00E+00  0.00E+00
3508  0.00E+00  0.00E+00
3508.5  0.00E+00  0.00E+00
3509  0.00E+00  0.00E+00
3509.5  0.00E+00  0.00E+00
3510  0.00E+00  0.00E+00
3510.5  0.00E+00  0.00E+00
3511  0.00E+00  0.00E+00
3511.5  0.00E+00  0.00E+00
3512  0.00E+00  0.00E+00
3512.5  0.00E+00  0.00E+00
3513  0.00E+00  0.00E+00
3513.5  0.00E+00  0.00E+00
3514  0.00E+00  0.00E+00
3514.5  0.00E+00  0.00E+00
3515  0.00E+00  0.00E+00
3515.5  0.00E+00  0.00E+00
3516  0.00E+00  0.00E+00
3516.5  0.00E+00  0.00E+00
3517  0.00E+00  0.00E+00
3517.5  0.00E+00  0.00E+00
3518  0.00E+00  0.00E+00
3518.5  0.00E+00  0.00E+00
3519  0.00E+00  0.00E+00
3519.5  0.00E+00  0.00E+00
3520  0.00E+00  0.00E+00
3520.5  0.00E+00  0.00E+00
3521  0.00E+00  0.00E+00
3521.5  0.00E+00  0.00E+00
3522  0.00E+00  0.00E+00
3522.5  0.00E+00  0.00E+00
3523  0.00E+00  0.00E+00
3523.5  0.00E+00  0.00E+00
3524  0.00E+00  0.00E+00
3524.5  0.00E+00  0.00E+00
3525  0.00E+00  0.00E+00
3525.5  0.00E+00  0.00E+00
3526  0.00E+00  0.00E+00
3526.5  0.00E+00  0.00E+00
3527  0.00E+00  0.00E+00
3527.5  0.00E+00  0.00E+00
3528  0.00E+00  0.00E+00
3528.5  0.00E+00  0.00E+00
3529  0.00E+00  0.00E+00
3529.5  0.00E+00  0.00E+00
3530  0.00E+00  0.00E+00
3530.5  0.00E+00  0.00E+00
3531  0.00E+00  0.00E+00
3531.5  0.00E+00  0.00E+00
3532  0.00E+00  0.00E+00
3532.5  0.00E+00  0.00E+00
3533  0.00E+00  0.00E+00
3533.5  0.00E+00  0.00E+00
3534  0.00E+00  0.00E+00
3534.5  0.00E+00  0.00E+00
3535  0.00E+00  0.00E+00
3535.5  0.00E+00  0.00E+00
3536  0.00E+00  0.00E+00
3536.5  0.00E+00  0.00E+00
3537  0.00E+00  0.00E+00
3537.5  0.00E+00  0.00E+00
3538  0.00E+00  0.00E+00
3538.5  0.00E+00  0.00E+00
3539  0.00E+00  0.00E+00
3539.5  0.00E+00  0.00E+00
3540  0.00E+00  0.00E+00
3540.5  0.00E+00  0.00E+00
3541  0.00E+00  0.00E+00
3541.5  0.00E+00  0.00E+00
3542  0.00E+00  0.00E+00
3542.5  0.00E+00  0.00E+00
3543  0.00E+00  0.00E+00
3543.5  0.00E+00  0.00E+00
3544  0.00E+00  0.00E+00
3544.5  0.00E+00  0.00E+00
3545  0.00E+00  0.00E+00
3545.5  0.00E+00  0.00E+00
3546  0.00E+00  0.00E+00
3546.5  0.00E+00  0.00E+00
3547  0.00E+00  0.00E+00
3547.5  0.00E+00  0.00E+00
3548  0.00E+00  0.00E+00
3548.5  0.00E+00  0.00E+00
3549  0.00E+00  0.00E+00
3549.5  0.00E+00  0.00E+00
3550  0.00E+00  0.00E+00
3550.5  0.00E+00  0.00E+00
3551  0.00E+00  0.00E+00
3551.5  0.00E+00  0.00E+00
3552  0.00E+00  0.00E+00
3552.5  0.00E+00  0.00E+00
3553  0.00E+00  0.00E+00
3553.5  0.00E+00  0.00E+00
3554  0.00E+00  0.00E+00
3554.5  0.00E+00  0.00E+00
3555  0.00E+00  0.00E+00
3555.5  0.00E+00  0.00E+00
3556  0.00E+00  0.00E+00
3556.5  0.00E+00  0.00E+00
3557  0.00E+00  0.00E+00
3557.5  0.00E+00  0.00E+00
3558  0.00E+00  0.00E+00
3558.5  0.00E+00  0.00E+00
3559  0.00E+00  0.00E+00
3559.5  0.00E+00  0.00E+00
3560  0.00E+00  0.00E+00
3560.5  0.00E+00  0.00E+00
3561  0.00E+00  0.00E+00
3561.5  0.00E+00  0.00E+00
3562  0.00E+00  0.00E+00
3562.5  0.00E+00  0.00E+00
3563  0.00E+00  0.00E+00
3563.5  0.00E+00  0.00E+00
3564  0.00E+00  0.00E+00
3564.5  0.00E+00  0.00E+00
3565  0.00E+00  0.00E+00
3565.5  0.00E+00  0.00E+00
3566  0.00E+00  0.00E+00
3566.5  0.00E+00  0.00E+00
3567  0.00E+00  0.00E+00
3567.5  0.00E+00  0.00E+00
3568  0.00E+00  0.00E+00
3568.5  0.00E+00  0.00E+00
3569  0.00E+00  0.00E+00
3569.5  0.00E+00  0.00E+00
3570  0.00E+00  0.00E+00
3570.5  0.00E+00  0.00E+00
3571  0.00E+00  0.00E+00
3571.5  0.00E+00  0.00E+00
3572  0.00E+00  0.00E+00
3572.5  0.00E+00  0.00E+00
3573  0.00E+00  0.00E+00
3573.5  0.00E+00  0.00E+00
3574  0.00E+00  0.00E+00
3574.5  0.00E+00  0.00E+00
3575  0.00E+00  0.00E+00
3575.5  0.00E+00  0.00E+00
3576  0.00E+00  0.00E+00
3576.5  0.00E+00  0.00E+00
3577  0.00E+00  0.00E+00
3577.5  0.00E+00  0.00E+00
3578  0.00E+00  0.00E+00
3578.5  0.00E+00  0.00E+00
3579  0.00E+00  0.00E+00
3579.5  0.00E+00  0.00E+00
3580  0.00E+00  0.00E+00
3580.5  0.00E+00  0.00E+00
3581  0.00E+00  0.00E+00
3581.5  0.00E+00  0.00E+00
3582  0.00E+00  0.00E+00
3582.5  0.00E+00  0.00E+00
3583  0.00E+00  0.00E+00
3583.5  0.00E+00  0.00E+00
3584  0.00E+00  0.00E+00
3584.5  0.00E+00  0.00E+00
3585  0.00E+00  0.00E+00
3585.5  0.00E+00  0.00E+00
3586  0.00E+00  0.00E+00
3586.5  0.00E+00  0.00E+00
3587  0.00E+00  0.00E+00
3587.5  0.00E+00  0.00E+00
3588  0.00E+00  0.00E+00
3588.5  0.00E+00  0.00E+00
3589  0.00E+00  0.00E+00
3589.5  0.00E+00  0.00E+00
3590  0.00E+00  0.00E+00
3590.5  0.00E+00  0.00E+00
3591  0.00E+00  0.00E+00
3591.5  0.00E+00  0.00E+00
3592  0.00E+00  0.00E+00
3592.5  0.00E+00  0.00E+00
3593  0.00E+00  0.00E+00
3593.5  0.00E+00  0.00E+00
3594  0.00E+00  0.00E+00
3594.5  0.00E+00  0.00E+00
3595  0.00E+00  0.00E+00
3595.5  0.00E+00  0.00E+00
3596  0.00E+00  0.00E+00
3596.5  0.00E+00  0.00E+00
3597  0.00E+00  0.00E+00
3597.5  0.00E+00  0.00E+00
3598  0.00E+00  0.00E+00
3598.5  0.00E+00  0.00E+00
3599  0.00E+00  0.00E+00
3599.5  0.00E+00  0.00E+00
3600  0.00E+00  0.00E+00
3600.5  0.00E+00  0.00E+00
3601  0.00E+00  0.00E+00
3601.5  0.00E+00  0.00E+00
3602  0.00E+00  0.00E+00
3602.5  0.00E+00  0.00E+00
3603  0.00E+00  0.00E+00
3603.5  0.00E+00  0.00E+00
3604  0.00E+00  0.00E+00
3604.5  0.00E+00  0.00E+00
3605  0.00E+00  0.00E+00
3605.5  0.00E+00  0.00E+00
3606  0.00E+00  0.00E+00
3606.5  0.00E+00  0.00E+00
3607  0.00E+00  0.00E+00
3607.5  0.00E+00  0.00E+00
3608  0.00E+00  0.00E+00
3608.5  0.00E+00  0.00E+00
3609  0.00E+00  0.00E+00
3609.5  0.00E+00  0.00E+00
3610  0.00E+00  0.00E+00
3610.5  0.00E+00  0.00E+00
3611  0.00E+00  0.00E+00
3611.5  0.00E+00  0.00E+00
3612  0.00E+00  0.00E+00
3612.5  0.00E+00  0.00E+00
3613  0.00E+00  0.00E+00
3613.5  0.00E+00  0.00E+00
3614  0.00E+00  0.00E+00
3614.5  0.00E+00  0.00E+00
3615  0.00E+00  0.00E+00
3615.5  0.00E+00  0.00E+00
3616  0.00E+00  0.00E+00
3616.5  0.00E+00  0.00E+00
3617  0.00E+00  0.00E+00
3617.5  0.00E+00  0.00E+00
3618  0.00E+00  0.00E+00
3618.5  0.00E+00  0.00E+00
3619  0.00E+00  0.00E+00
3619.5  0.00E+00  0.00E+00
3620  0.00E+00  0.00E+00
3620.5  0.00E+00  0.00E+00
3621  0.00E+00  0.00E+00
3621.5  0.00E+00  0.00E+00
3622  0.00E+00  0.00E+00
3622.5  0.00E+00  0.00E+00
3623  0.00E+00  0.00E+00
3623.5  0.00E+00  0.00E+00
3624  0.00E+00  0.00E+00
3624.5  0.00E+00  0.00E+00
3625  0.00E+00  0.00E+00
3625.5  0.00E+00  0.00E+00
3626  0.00E+00  0.00E+00
3626.5  0.00E+00  0.00E+00
3627  0.00E+00  0.00E+00
3627.5  0.00E+00  0.00E+00
3628  0.00E+00  0.00E+00
3628.5  0.00E+00  0.00E+00
3629  0.00E+00  0.00E+00
3629.5  0.00E+00  0.00E+00
3630  0.00E+00  0.00E+00
3630.5  0.00E+00  0.00E+00
3631  0.00E+00  0.00E+00
3631.5  0.00E+00  0.00E+00
3632  0.00E+00  0.00E+00
3632.5  0.00E+00  0.00E+00
3633  0.00E+00  0.00E+00
3633.5  0.00E+00  0.00E+00
3634  0.00E+00  0.00E+00
3634.5  0.00E+00  0.00E+00
3635  0.00E+00  0.00E+00
3635.5  0.00E+00  0.00E+00
3636  0.00E+00  0.00E+00
3636.5  0.00E+00  0.00E+00
3637  0.00E+00  0.00E+00
3637.5  0.00E+00  0.00E+00
3638  0.00E+00  0.00E+00
3638.5  0.00E+00  0.00E+00
3639  0.00E+00  0.00E+00
3639.5  0.00E+00  0.00E+00
3640  0.00E+00  0.00E+00
3640.5  0.00E+00  0.00E+00
3641  0.00E+00  0.00E+00
3641.5  0.00E+00  0.00E+00
3642  0.00E+00  0.00E+00
3642.5  0.00E+00  0.00E+00
3643  0.00E+00  0.00E+00
3643.5  0.00E+00  0.00E+00
3644  0.00E+00  0.00E+00
3644.5  0.00E+00  0.00E+00
3645  0.00E+00  0.00E+00
3645.5  0.00E+00  0.00E+00
3646  0.00E+00  0.00E+00
3646.5  0.00E+00  0.00E+00
3647  0.00E+00  0.00E+00
3647.5  0.00E+00  0.00E+00
3648  0.00E+00  0.00E+00
3648.5  0.00E+00  0.00E+00
3649  0.00E+00  0.00E+00
3649.5  0.00E+00  0.00E+00
3650  0.00E+00  0.00E+00
3650.5  0.00E+00  0.00E+00
3651  0.00E+00  0.00E+00
3651.5  0.00E+00  0.00E+00
3652  0.00E+00  0.00E+00
3652.5  0.00E+00  0.00E+00
3653  0.00E+00  0.00E+00
3653.5  0.00E+00  0.00E+00
3654  0.00E+00  0.00E+00
3654.5  0.00E+00  0.00E+00
3655  0.00E+00  0.00E+00
3655.5  0.00E+00  0.00E+00
3656  0.00E+00  0.00E+00
3656.5  0.00E+00  0.00E+00
3657  0.00E+00  0.00E+00
3657.5  0.00E+00  0.00E+00
3658  0.00E+00  0.00E+00
3658.5  0.00E+00  0.00E+00
3659  0.00E+00  0.00E+00
3659.5  0.00E+00  0.00E+00
3660  0.00E+00  0.00E+00
3660.5  0.00E+00  0.00E+00
3661  0.00E+00  0.00E+00
3661.5  0.00E+00  0.00E+00
3662  0.00E+00  0.00E+00
3662.5  0.00E+00  0.00E+00
3663  0.00E+00  0.00E+00
3663.5  0.00E+00  0.00E+00
3664  0.00E+00  0.00E+00
3664.5  0.00E+00  0.00E+00
3665  0.00E+00  0.00E+00
3665.5  0.00E+00  0.00E+00
3666  0.00E+00  0.00E+00
3666.5  0.00E+00  0.00E+00
3667  0.00E+00  0.00E+00
3667.5  0.00E+00  0.00E+00
3668  0.00E+00  0.00E+00
3668.5  0.00E+00  0.00E+00
3669  0.00E+00  0.00E+00
3669.5  0.00E+00  0.00E+00
3670  0.00E+00  0.00E+00
3670.5  0.00E+00  0.00E+00
3671  0.00E+00  0.00E+00
3671.5  0.00E+00  0.00E+00
3672  0.00E+00  0.00E+00
3672.5  0.00E+00  0.00E+00
3673  0.00E+00  0.00E+00
3673.5  0.00E+00  0.00E+00
3674  0.00E+00  0.00E+00
3674.5  0.00E+00  0.00E+00
3675  0.00E+00  0.00E+00
3675.5  0.00E+00  0.00E+00
3676  0.00E+00  0.00E+00
3676.5  0.00E+00  0.00E+00
3677  0.00E+00  0.00E+00
3677.5  0.00E+00  0.00E+00
3678  0.00E+00  0.00E+00
3678.5  0.00E+00  0.00E+00
3679  0.00E+00  0.00E+00
3679.5  0.00E+00  0.00E+00
3680  0.00E+00  0.00E+00
3680.5  0.00E+00  0.00E+00
3681  0.00E+00  0.00E+00
3681.5  0.00E+00  0.00E+00
3682  0.00E+00  0.00E+00
3682.5  0.00E+00  0.00E+00
3683  0.00E+00  0.00E+00
3683.5  0.00E+00  0.00E+00
3684  0.00E+00  0.00E+00
3684.5  0.00E+00  0.00E+00
3685  0.00E+00  0.00E+00
3685.5  0.00E+00  0.00E+00
3686  0.00E+00  0.00E+00
3686.5  0.00E+00  0.00E+00
3687  0.00E+00  0.00E+00
3687.5  0.00E+00  0.00E+00
3688  0.00E+00  0.00E+00
3688.5  0.00E+00  0.00E+00
3689  0.00E+00  0.00E+00
3689.5  0.00E+00  0.00E+00
3690  0.00E+00  0.00E+00
3690.5  0.00E+00  0.00E+00
3691  0.00E+00  0.00E+00
3691.5  0.00E+00  0.00E+00
3692  0.00E+00  0.00E+00
3692.5  0.00E+00  0.00E+00
3693  0.00E+00  0.00E+00
3693.5  0.00E+00  0.00E+00
3694  0.00E+00  0.00E+00
3694.5  0.00E+00  0.00E+00
3695  0.00E+00  0.00E+00
3695.5  0.00E+00  0.00E+00
3696  0.00E+00  0.00E+00
3696.5  0.00E+00  0.00E+00
3697  0.00E+00  0.00E+00
3697.5  0.00E+00  0.00E+00
3698  0.00E+00  0.00E+00
3698.5  0.00E+00  0.00E+00
3699  0.00E+00  0.00E+00
3699.5  0.00E+00  0.00E+00
3700  0.00E+00  0.00E+00
3700.5  0.00E+00  0.00E+00
3701  0.00E+00  0.00E+00
3701.5  0.00E+00  0.00E+00
3702  0.00E+00  0.00E+00
3702.5  0.00E+00  0.00E+00
3703  0.00E+00  0.00E+00
3703.5  0.00E+00  0.00E+00
3704  0.00E+00  0.00E+00
3704.5  0.00E+00  0.00E+00
3705  0.00E+00  0.00E+00
3705.5  0.00E+00  0.00E+00
3706  0.00E+00  0.00E+00
3706.5  0.00E+00  0.00E+00
3707  0.00E+00  0.00E+00
3707.5  0.00E+00  0.00E+00
3708  0.00E+00  0.00E+00
3708.5  0.00E+00  0.00E+00
3709  0.00E+00  0.00E+00
3709.5  0.00E+00  0.00E+00
3710  0.00E+00  0.00E+00
3710.5  0.00E+00  0.00E+00
3711  0.00E+00  0.00E+00
3711.5  0.00E+00  0.00E+00
3712  0.00E+00  0.00E+00
3712.5  0.00E+00  0.00E+00
3713  0.00E+00  0.00E+00
3713.5  0.00E+00  0.00E+00
3714  0.00E+00  0.00E+00
3714.5  0.00E+00  0.00E+00
3715  0.00E+00  0.00E+00
3715.5  0.00E+00  0.00E+00
3716  0.00E+00  0.00E+00
3716.5  0.00E+00  0.00E+00
3717  0.00E+00  0.00E+00
3717.5  0.00E+00  0.00E+00
3718  0.00E+00  0.00E+00
3718.5  0.00E+00  0.00E+00
3719  0.00E+00  0.00E+00
3719.5  0.00E+00  0.00E+00
3720  0.00E+00  0.00E+00
3720.5  0.00E+00  0.00E+00
3721  0.00E+00  0.00E+00
3721.5  0.00E+00  0.00E+00
3722  0.00E+00  0.00E+00
3722.5  0.00E+00  0.00E+00
3723  0.00E+00  0.00E+00
3723.5  0.00E+00  0.00E+00
3724  0.00E+00  0.00E+00
3724.5  0.00E+00  0.00E+00
3725  0.00E+00  0.00E+00
3725.5  0.00E+00  0.00E+00
3726  0.00E+00  0.00E+00
3726.5  0.00E+00  0.00E+00
3727  0.00E+00  0.00E+00
3727.5  0.00E+00  0.00E+00
3728  0.00E+00  0.00E+00
3728.5  0.00E+00  0.00E+00
3729  0.00E+00  0.00E+00
3729.5  0.00E+00  0.00E+00
3730  0.00E+00  0.00E+00
3730.5  0.00E+00  0.00E+00
3731  0.00E+00  0.00E+00
3731.5  0.00E+00  0.00E+00
3732  0.00E+00  0.00E+00
3732.5  0.00E+00  0.00E+00
3733  0.00E+00  0.00E+00
3733.5  0.00E+00  0.00E+00
3734  0.00E+00  0.00E+00
3734.5  0.00E+00  0.00E+00
3735  0.00E+00  0.00E+00
3735.5  0.00E+00  0.00E+00
3736  0.00E+00  0.00E+00
3736.5  0.00E+00  0.00E+00
3737  0.00E+00  0.00E+00
3737.5  0.00E+00  0.00E+00
3738  0.00E+00  0.00E+00
3738.5  0.00E+00  0.00E+00
3739  0.00E+00  0.00E+00
3739.5  0.00E+00  0.00E+00
3740  0.00E+00  0.00E+00
3740.5  0.00E+00  0.00E+00
3741  0.00E+00  0.00E+00
3741.5  0.00E+00  0.00E+00
3742  0.00E+00  0.00E+00
3742.5  0.00E+00  0.00E+00
3743  0.00E+00  0.00E+00
3743.5  0.00E+00  0.00E+00
3744  0.00E+00  0.00E+00
3744.5  0.00E+00  0.00E+00
3745  0.00E+00  0.00E+00
3745.5  0.00E+00  0.00E+00
3746  0.00E+00  0.00E+00
3746.5  0.00E+00  0.00E+00
3747  0.00E+00  0.00E+00
3747.5  0.00E+00  0.00E+00
3748  0.00E+00  0.00E+00
3748.5  0.00E+00  0.00E+00
3749  0.00E+00  0.00E+00
3749.5  0.00E+00  0.00E+00
3750  0.00E+00  0.00E+00
3750.5  0.00E+00  0.00E+00
3751  0.00E+00  0.00E+00
3751.5  0.00E+00  0.00E+00
3752  0.00E+00  0.00E+00
3752.5  0.00E+00  0.00E+00
3753  0.00E+00  0.00E+00
3753.5  0.00E+00  0.00E+00
3754  0.00E+00  0.00E+00
3754.5  0.00E+00  0.00E+00
3755  0.00E+00  0.00E+00
3755.5  0.00E+00  0.00E+00
3756  0.00E+00  0.00E+00
3756.5  0.00E+00  0.00E+00
3757  0.00E+00  0.00E+00
3757.5  0.00E+00  0.00E+00
3758  0.00E+00  0.00E+00
3758.5  0.00E+00  0.00E+00
3759  0.00E+00  0.00E+00
3759.5  0.00E+00  0.00E+00
3760  0.00E+00  0.00E+00
3760.5  0.00E+00  0.00E+00
3761  0.00E+00  0.00E+00
3761.5  0.00E+00  0.00E+00
3762  0.00E+00  0.00E+00
3762.5  0.00E+00  0.00E+00
3763  0.00E+00  0.00E+00
3763.5  0.00E+00  0.00E+00
3764  0.00E+00  0.00E+00
3764.5  0.00E+00  0.00E+00
3765  0.00E+00  0.00E+00
3765.5  0.00E+00  0.00E+00
3766  0.00E+00  0.00E+00
3766.5  0.00E+00  0.00E+00
3767  0.00E+00  0.00E+00
3767.5  0.00E+00  0.00E+00
3768  0.00E+00  0.00E+00
3768.5  0.00E+00  0.00E+00
3769  0.00E+00  0.00E+00
3769.5  0.00E+00  0.00E+00
3770  0.00E+00  0.00E+00
3770.5  0.00E+00  0.00E+00
3771  0.00E+00  0.00E+00
3771.5  0.00E+00  0.00E+00
3772  0.00E+00  0.00E+00
3772.5  0.00E+00  0.00E+00
3773  0.00E+00  0.00E+00
3773.5  0.00E+00  0.00E+00
3774  0.00E+00  0.00E+00
3774.5  0.00E+00  0.00E+00
3775  0.00E+00  0.00E+00
3775.5  0.00E+00  0.00E+00
3776  0.00E+00  0.00E+00
3776.5  0.00E+00  0.00E+00
3777  0.00E+00  0.00E+00
3777.5  0.00E+00  0.00E+00
3778  0.00E+00  0.00E+00
3778.5  0.00E+00  0.00E+00
3779  0.00E+00  0.00E+00
3779.5  0.00E+00  0.00E+00
3780  0.00E+00  0.00E+00
3780.5  0.00E+00  0.00E+00
3781  0.00E+00  0.00E+00
3781.5  0.00E+00  0.00E+00
3782  0.00E+00  0.00E+00
3782.5  0.00E+00  0.00E+00
3783  0.00E+00  0.00E+00
3783.5  0.00E+00  0.00E+00
3784  0.00E+00  0.00E+00
3784.5  0.00E+00  0.00E+00
3785  0.00E+00  0.00E+00
3785.5  0.00E+00  0.00E+00
3786  0.00E+00  0.00E+00
3786.5  0.00E+00  0.00E+00
3787  0.00E+00  0.00E+00
3787.5  0.00E+00  0.00E+00
3788  0.00E+00  0.00E+00
3788.5  0.00E+00  0.00E+00
3789  0.00E+00  0.00E+00
3789.5  0.00E+00  0.00E+00
3790  0.00E+00  0.00E+00
3790.5  0.00E+00  0.00E+00
3791  0.00E+00  0.00E+00
3791.5  0.00E+00  0.00E+00
3792  0.00E+00  0.00E+00
3792.5  0.00E+00  0.00E+00
3793  0.00E+00  0.00E+00
3793.5  0.00E+00  0.00E+00
3794  0.00E+00  0.00E+00
3794.5  0.00E+00  0.00E+00
3795  0.00E+00  0.00E+00
3795.5  0.00E+00  0.00E+00
3796  0.00E+00  0.00E+00
3796.5  0.00E+00  0.00E+00
3797  0.00E+00  0.00E+00
3797.5  0.00E+00  0.00E+00
3798  0.00E+00  0.00E+00
3798.5  0.00E+00  0.00E+00
3799  0.00E+00  0.00E+00
3799.5  0.00E+00  0.00E+00
3800  0.00E+00  0.00E+00
3800.5  0.00E+00  0.00E+00
3801  0.00E+00  0.00E+00
3801.5  0.00E+00  0.00E+00
3802  0.00E+00  0.00E+00
3802.5  0.00E+00  0.00E+00
3803  0.00E+00  0.00E+00
3803.5  0.00E+00  0.00E+00
3804  0.00E+00  0.00E+00
3804.5  0.00E+00  0.00E+00
3805  0.00E+00  0.00E+00
3805.5  0.00E+00  0.00E+00
3806  0.00E+00  0.00E+00
3806.5  0.00E+00  0.00E+00
3807  0.00E+00  0.00E+00
3807.5  0.00E+00  0.00E+00
3808  0.00E+00  0.00E+00
3808.5  0.00E+00  0.00E+00
3809  0.00E+00  0.00E+00
3809.5  0.00E+00  0.00E+00
3810  0.00E+00  0.00E+00
3810.5  0.00E+00  0.00E+00
3811  0.00E+00  0.00E+00
3811.5  0.00E+00  0.00E+00
3812  0.00E+00  0.00E+00
3812.5  0.00E+00  0.00E+00
3813  0.00E+00  0.00E+00
3813.5  0.00E+00  0.00E+00
3814  0.00E+00  0.00E+00
3814.5  0.00E+00  0.00E+00
3815  0.00E+00  0.00E+00
3815.5  0.00E+00  0.00E+00
3816  0.00E+00  0.00E+00
3816.5  0.00E+00  0.00E+00
3817  0.00E+00  0.00E+00
3817.5  0.00E+00  0.00E+00
3818  0.00E+00  0.00E+00
3818.5  0.00E+00  0.00E+00
